dataset,method,seed,task_k,task_T,elapsed,acc,acc_train
cifar100,m0_fedavg,2,7,9,2,0.356,0.34275
cifar100,m0_fedavg,2,8,8,0,0.922,0.93975
cifar100,m0_fedavg,2,8,9,1,0.565,0.57175
cifar100,m0_fedavg,2,9,9,0,0.942,0.94725
cifar100,m0_fedavg,3,0,0,0,0.953,0.95
cifar100,m0_fedavg,3,0,1,1,0.423,0.43625
cifar100,m0_fedavg,3,0,2,2,0.267,0.2755
cifar100,m0_fedavg,3,0,3,3,0.213,0.2145
cifar100,m0_fedavg,3,0,4,4,0.341,0.36075
cifar100,m0_fedavg,3,0,5,5,0.222,0.22975
cifar100,m0_fedavg,3,0,6,6,0.258,0.26625
cifar100,m0_fedavg,3,0,7,7,0.215,0.2205
cifar100,m0_fedavg,3,0,8,8,0.253,0.25775
cifar100,m0_fedavg,3,0,9,9,0.194,0.19875
cifar100,m0_fedavg,3,1,1,0,0.936,0.9315
cifar100,m0_fedavg,3,1,2,1,0.319,0.317
cifar100,m0_fedavg,3,1,3,2,0.221,0.241
cifar100,m0_fedavg,3,1,4,3,0.281,0.2915
cifar100,m0_fedavg,3,1,5,4,0.245,0.255
cifar100,m0_fedavg,3,1,6,5,0.215,0.2215
cifar100,m0_fedavg,3,1,7,6,0.128,0.13675
cifar100,m0_fedavg,3,1,8,7,0.092,0.094
cifar100,m0_fedavg,3,1,9,8,0.074,0.075
cifar100,m0_fedavg,3,2,2,0,0.94,0.95075
cifar100,m0_fedavg,3,2,3,1,0.408,0.41825
cifar100,m0_fedavg,3,2,4,2,0.384,0.40175
cifar100,m0_fedavg,3,2,5,3,0.286,0.30425
cifar100,m0_fedavg,3,2,6,4,0.35,0.35675
cifar100,m0_fedavg,3,2,7,5,0.273,0.27675
cifar100,m0_fedavg,3,2,8,6,0.294,0.30075
cifar100,m0_fedavg,3,2,9,7,0.21,0.20975
cifar100,m0_fedavg,3,3,3,0,0.937,0.9435
cifar100,m0_fedavg,3,3,4,1,0.45,0.454
cifar100,m0_fedavg,3,3,5,2,0.243,0.2555
cifar100,m0_fedavg,3,3,6,3,0.216,0.214
cifar100,m0_fedavg,3,3,7,4,0.205,0.198
cifar100,m0_fedavg,3,3,8,5,0.218,0.2105
cifar100,m0_fedavg,3,3,9,6,0.193,0.1895
cifar100,m0_fedavg,3,4,4,0,0.858,0.8645
cifar100,m0_fedavg,3,4,5,1,0.405,0.40925
cifar100,m0_fedavg,3,4,6,2,0.327,0.32075
cifar100,m0_fedavg,3,4,7,3,0.268,0.264
cifar100,m0_fedavg,3,4,8,4,0.174,0.176
cifar100,m0_fedavg,3,4,9,5,0.165,0.16375
cifar100,m0_fedavg,3,5,5,0,0.939,0.946
cifar100,m0_fedavg,3,5,6,1,0.355,0.363
cifar100,m0_fedavg,3,5,7,2,0.183,0.1965
cifar100,m0_fedavg,3,5,8,3,0.136,0.14325
cifar100,m0_fedavg,3,5,9,4,0.127,0.136
cifar100,m0_fedavg,3,6,6,0,0.943,0.93525
cifar100,m0_fedavg,3,6,7,1,0.363,0.3485
cifar100,m0_fedavg,3,6,8,2,0.292,0.292
cifar100,m0_fedavg,3,6,9,3,0.277,0.27025
cifar100,m0_fedavg,3,7,7,0,0.957,0.95575
cifar100,m0_fedavg,3,7,8,1,0.611,0.6045
cifar100,m0_fedavg,3,7,9,2,0.552,0.5495
cifar100,m0_fedavg,3,8,8,0,0.927,0.93375
cifar100,m0_fedavg,3,8,9,1,0.438,0.4405
cifar100,m0_fedavg,3,9,9,0,0.936,0.9285
cifar100,m0_fedavg,4,0,0,0,0.9,0.9125
cifar100,m0_fedavg,4,0,1,1,0.242,0.242
cifar100,m0_fedavg,4,0,2,2,0.234,0.24225
cifar100,m0_fedavg,4,0,3,3,0.203,0.21275
cifar100,m0_fedavg,4,0,4,4,0.115,0.125
cifar100,m0_fedavg,4,0,5,5,0.169,0.1815
cifar100,m0_fedavg,4,0,6,6,0.178,0.19625
cifar100,m0_fedavg,4,0,7,7,0.187,0.19425
cifar100,m0_fedavg,4,0,8,8,0.22,0.2425
cifar100,m0_fedavg,4,0,9,9,0.226,0.2285
cifar100,m0_fedavg,4,1,1,0,0.939,0.94825
cifar100,m0_fedavg,4,1,2,1,0.347,0.348
cifar100,m0_fedavg,4,1,3,2,0.069,0.07725
cifar100,m0_fedavg,4,1,4,3,0.14,0.1365
cifar100,m0_fedavg,4,1,5,4,0.184,0.1825
cifar100,m0_fedavg,4,1,6,5,0.185,0.1805
cifar100,m0_fedavg,4,1,7,6,0.187,0.178
cifar100,m0_fedavg,4,1,8,7,0.164,0.1705
cifar100,m0_fedavg,4,1,9,8,0.097,0.086
cifar100,m0_fedavg,4,2,2,0,0.914,0.92025
cifar100,m0_fedavg,4,2,3,1,0.674,0.68475
cifar100,m0_fedavg,4,2,4,2,0.619,0.6365
cifar100,m0_fedavg,4,2,5,3,0.311,0.31775
cifar100,m0_fedavg,4,2,6,4,0.337,0.334
cifar100,m0_fedavg,4,2,7,5,0.298,0.31275
cifar100,m0_fedavg,4,2,8,6,0.308,0.3165
cifar100,m0_fedavg,4,2,9,7,0.325,0.3315
cifar100,m0_fedavg,4,3,3,0,0.958,0.96275
cifar100,m0_fedavg,4,3,4,1,0.438,0.434
cifar100,m0_fedavg,4,3,5,2,0.355,0.348
cifar100,m0_fedavg,4,3,6,3,0.321,0.32625
cifar100,m0_fedavg,4,3,7,4,0.353,0.3545
cifar100,m0_fedavg,4,3,8,5,0.259,0.25625
cifar100,m0_fedavg,4,3,9,6,0.349,0.3515
cifar100,m0_fedavg,4,4,4,0,0.945,0.9535
cifar100,m0_fedavg,4,4,5,1,0.499,0.5305
cifar100,m0_fedavg,4,4,6,2,0.547,0.563
cifar100,m0_fedavg,4,4,7,3,0.402,0.44025
cifar100,m0_fedavg,4,4,8,4,0.472,0.485
cifar100,m0_fedavg,4,4,9,5,0.348,0.373
cifar100,m0_fedavg,4,5,5,0,0.963,0.96075
cifar100,m0_fedavg,4,5,6,1,0.284,0.281
cifar100,m0_fedavg,4,5,7,2,0.229,0.22625
cifar100,m0_fedavg,4,5,8,3,0.215,0.20925
cifar100,m0_fedavg,4,5,9,4,0.198,0.20825
cifar100,m0_fedavg,4,6,6,0,0.93,0.9315
cifar100,m0_fedavg,4,6,7,1,0.428,0.422
cifar100,m0_fedavg,4,6,8,2,0.246,0.2625
cifar100,m0_fedavg,4,6,9,3,0.342,0.36175
cifar100,m0_fedavg,4,7,7,0,0.936,0.94125
cifar100,m0_fedavg,4,7,8,1,0.3,0.30525
cifar100,m0_fedavg,4,7,9,2,0.252,0.25025
cifar100,m0_fedavg,4,8,8,0,0.917,0.91575
cifar100,m0_fedavg,4,8,9,1,0.486,0.4995
cifar100,m0_fedavg,4,9,9,0,0.911,0.91725
